Polities,Volunteers,Languages,Language Count,Principal Languages,Immigrant Languages,Duplicate Immigrant Languages,Geographic Note,Nationally Official Languages,Nationally Official Names,Nationally Official Data,Regionally Official Languages,Regionally Official Names,Regionally Official Data,Recognized Languages,Territories,Territory Count,Continent,Language Count Details,Videos Recorded,Corporate Sponsorship,Content resources,Poly Early Access,ISO 3166,Latitude,Longitude,Coordinates,Geocode
Bolivia,"Ignacio_TomicháChuvé_,Esther_Lequipe_20171122,Katya_Huici_20180118","ayr,aym,aro,brg,bvl,cyb,caz,cav,cax,caw,cas,cao,cap,ese,gyr,gnw,gui,ign,ito,ite,jor,lec,mzp,mtp,pcp,pnk,psm,quh,qul,rey,srq,snh,sar,trn,tno,tna,ure,yuz,yuq",39,spa,"Standard German (160,000)","Standard German (160,000)",,"que,aym,spa","Quechua, Aymara, Spanish","Spanish, Aymara, Quechua",,,,,,0,Americas,"The number of individual languages listed for Bolivia is 44. Of these, 42 are living and 2 are extinct. Of the living languages, 2 are institutional, 8 are developing, 4 are vigorous, 12 are in trouble, and 16 are dying.",,,,,BO,-16.290154,-63.588653,"-16.290154,-63.588653",🔵 eyJpIjoiLTE2LjI5MDE1NCwtNjMuNTg4NjUzIiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6LTE2LjI5MDE1NCwibG5nIjotNjMuNTg4NjUzfSwiZSI6MH0=
Malaysia,"Andi__20160405,Fuad_Johari_20170329,Kevin_MartensWong_20170329","abf,bth,bsy,blg,bdr,bdg,bny,btq,bnb,cwg,ccm,coa,dkr,dro,drg,dpp,dbj,dtr,dtp,dmv,dtb,dmg,grm,gnq,iba,jhi,jak,jah,kzt,kgi,kzs,kzj,kzi,kys,kyi,kxn,kxi,kqt,kqr,kve,kns,knq,kag,ktr,lkj,low,lnh,lhn,lra,llk,mzt,msi,msa,mel,mxr,mqq,meo,mcm,mvv,mhe,mnq,nrm,ors,orn,pez,plz,pnm,psg,pne,pna,ree,ruu,ssm,szd,szc,sza,srk,sea,skp,sdx,sdo,spg,snv,sbo,sib,sne,snb,tmw,tgq,tgb,trx,txx,tea,txa,tdu,tih,ttw,tmo,umi,xml,xky,zmi,zbw,zbe,zbc,zlm,zsm",107,"eng,cmn,tam,zsm","Eastern Panjabi (56,400), Malayalam (35,800), Rohingya (100,000), Sinhala (1,640), Sylheti, Telugu (39,000), Western Cham (12,000)","Eastern Panjabi (56,400), Malayalam (35,800), Rohingya (100,000), Sinhala (1,640), Sylheti, Telugu (39,000), Western Cham (12,000)",,"eng,zsm","English, Malay, Standard","Malaysian, English",,,,,"Johor_MY, Kedah_MY, Kelantan_MY, Malacca_MY, Negeri Sembilan_MY, Pahang_MY, Penang_MY, Perak_MY, Perlis_MY, Sabah_MY, Sarawak_MY, Selangor_MY, Singapore_MY, Terengganu_MY,Putrajaya_MY, Kuala Lumpur_MY, Labuan_MY",17,Eurasia,"The number of individual languages listed for Malaysia is 140. Of these, 138 are living and 2 are extinct. Of the living languages, 11 are institutional, 6 are developing, 5 are vigorous, 101 are in trouble, and 15 are dying.","Andi_20160405_bbc,Marapun_20170329_tam,Senful_20170329_zsm,Zairul_20170402_zsm,Sedang_20170402_iba",Bolloré Africa Logistics,,,MY,4.210484,101.975766,"4.210484,101.975766",🔵 eyJpIjoiNC4yMTA0ODQsMTAxLjk3NTc2NiIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQuMjEwNDg0LCJsbmciOjEwMS45NzU3NjZ9LCJlIjowfQ==
Japan,"Naoki_Watanabe(渡辺尚輝)_,Amu__20140729,Anne__20160118,Azariah__20160102,Daisy__20160102,Fanny__20160127,Hiroyuki_Nakama_20170329,Khulan__20160726","ain,ams,jsl,jpn,kzg,mvi,okn,rys,ryu,ryn,tkn,xug,yox,yoi",14,jpn,"Chinese (150,000), English (70,000)","Chinese (150,000), English (70,000)",,jpn,Japanese,Japanese,,,,,,0,Eurasia,"The number of individual languages listed for Japan is 15. All are living languages. Of these, 1 is institutional, 1 is developing, 1 is vigorous, 11 are in trouble, and 1 is dying.","André_20140408_por,Michael_20140729_tso,Amu_20140729_tso,Miarisoa_20160102_mlg,Daisy_20160102_kin,Azariah_20160102_spa,Sho_20141106_jpn,Shuang_20141230_cmn,Sanjoy_20160101_ben,Anne_20160118_swg,Teruyo_20160122_ain,Angelo_20130311_por,Khulan_20160726_mon",,,,JP,36.204824,138.252924,"36.204824,138.252924",🔵 eyJpIjoiMzYuMjA0ODI0LDEzOC4yNTI5MjQiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozNi4yMDQ4MjQsImxuZyI6MTM4LjI1MjkyNH0sImUiOjB9
Myanmar,"TayZa_Khant_20170824,Khup_Lal_20170824,Khup_Lal_20171004","ahk,anl,blk,bwe,cmr,czt,cfm,clt,clj,cek,ckh,ckn,cth,cbl,ctd,csy,csv,cnw,cnk,cnh,csh,csj,cnb,dao,dnv,dnu,eky,ghk,hpo,hlt,int,jkp,jkm,jmn,kyu,ksw,kxk,kxf,kkh,kjp,kvy,kvu,kvt,kvq,kvl,kht,kac,lzn,lsi,lpn,mya,mwt,mwq,mhx,mnw,nlq,nqy,nqq,npg,nxk,nun,ntx,nst,pzn,pyy,pwo,pll,pdu,pce,prk,rki,rbb,raw,ril,rhg,rtc,sez,stu,shn,tlq,tjl,tvn,tcp,tco,tcl,umn,wea,weu,yin,zyp,zkn,zom,zkd",93,mya,"Chinese (1,015,000)","Chinese (1,015,000)",,mya,Burmese,Burmese,,,,,,0,Eurasia,"The number of individual languages listed for Myanmar is 118. Of these, 117 are living and 1 is extinct. Of the living languages, 11 are institutional, 33 are developing, 50 are vigorous, 19 are in trouble, and 4 are dying.","Thadoe_20160805_mya,TayZa_20170824_cfm,Khup_20171004_zom",,,,MM,21.913965,95.956223,"21.913965,95.956223",🔵 eyJpIjoiMjEuOTEzOTY1LDk1Ljk1NjIyMyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjIxLjkxMzk2NSwibG5nIjo5NS45NTYyMjN9LCJlIjowfQ==
Lithuania,"Pau_Mateo_,Anis__20140805,Erika__20150904,Fahed__20140410,Galib__20140429,Kiefer__20140508","kdr,lit,lls",3,lit,"Eastern Yiddish (4,010), Erzya (500), Standard Latvian (5,000), Tatar (5,100)","Eastern Yiddish (4,010), Erzya (500), Standard Latvian (5,000), Tatar (5,100)",,lit,Lithuanian,Lithuanian,,,,,,0,Eurasia,"The number of individual languages listed for Lithuania is 8. All are living languages. Of these, 2 are institutional, 4 are developing, 1 is vigorous, and 1 is dying.","Anis_20140805_apc,Fahed_20140410_apc,Galib_20140429_aze,Hani_20140414_swe,Kiefer_20140508_eng,Marta_20140502_pol,Martin_20140812_swe+pol,Sidra_20140422_urd+nor,Tural_20140710_aze+tur+rus",,,,LT,55.169438,23.881275,"55.169438,23.881275",🔵 eyJpIjoiNTUuMTY5NDM4LDIzLjg4MTI3NSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjU1LjE2OTQzOCwibG5nIjoyMy44ODEyNzV9LCJlIjowfQ==
Armenia,Kousic_Prabu_,"aen,hye,rmi",3,hye,"Georgian (1,560), Greek (1,300), Karachay-Balkar (320), Russian (14,800), Ukrainian (8,000)","Georgian (1,560), Greek (1,300), Karachay-Balkar (320), Russian (14,800), Ukrainian (8,000)",,hye,Armenian,Armenian,,,,,,0,Eurasia,"The number of individual languages listed for Armenia is 7. All are living languages. Of these, 2 are institutional, 2 are developing, 1 is vigorous, and 2 are in trouble.",,,,,AM,40.069099,45.038189,"40.069099,45.038189",🔵 eyJpIjoiNDAuMDY5MDk5LDQ1LjAzODE4OSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQwLjA2OTA5OSwibG5nIjo0NS4wMzgxODl9LCJlIjowfQ==
United States,"Daniel_BogreUdell_20130101,Freddie_Andrade_,Manjusha_Raveendran_20140624,Erica_Obersi_,Cathy_Zhang_,Conor_Walsh_,Chris_Voxland_,Crawford_Hunt_,Shannon_Kennedy_,Matt_PhilArguin_,Cody_PaulUpdegrave_,Alolita_Sharma_,Kenneth_GofiganKuper_,Katherine_Yaksich_,Ashly_Bloxon_,Christian_McClure_20150407,Anna_Indalecio_,David_André_,Alex_Gentry_,Eric_Schles_,Rachel_Bracker_,Bridgette_Morency_,Susan_Chandler_,Yuliya_Manyakina_,Pablo_Blanco_,Adam_Davies_,Kelly_Odell_,Maádu_Kiehne_,Matthew_Ryklin_,Allison_Hatch_,Thomas_Leigh_,Joshua_Harrison_,Abdel_Karim_,Azuraye_Wycoff_,Holswars_StevenBustamante_,Karandeep_Singh_,Marcela_RojasEscobar_,Neyza_Honoré_,Prateek_Chandra_,Rayyan_Merchant_,Rod_Murdison_,Samuel_Nobre_,Warren_Bischoff_,Youssouf_Daiby_,Asia_Lindsay_,Richard_Benton_,Timothy_McKeon_,Sophia_Leenay_,Madeleine_Koerner_,Zach_Smith_,Reed_Dunkel_,Noah_Sullivan_20160610,Joshua_Beneventi_,Elise_Lieberman_20160622,Kelly_Murphy_,Charles_Warner_,Sean_Thackurdeen_,Ross_Perlin_,Nawang_Gurung_,Temba_DongbaHyolmo_,Joseph_Hasselmann_,Nat_Pendleton_20161101,Nick_Panzarella_,William_Gillner_,Felix_Kpogo_,Richard_Zane-Smith_20170421,Peter_Gordon_,Daniel_Everett_,Wayne_Mockerman_20170825,Wayne_Mockerman_20170825,Sarah_Meltzoff_20171004,Barbara_TellerOrnelas_20171127,Lynda_TellerPete_20161127,Tushar_Rakheja_20171228,Aboubacar_Adamou_20160818,Aaku__20160717,Adam__20160927,Albert__20171103,Ashwath__20140722,Ayesha__20140814,Bertha__20151215,Caroline__20130804,Carrie_Zhau_20160717,Chernet__20160717,Chez__20160717,Churmin__20160717,Conor__20140302,Dale__20160110,Dolma_Sherpa_20160717,Donna_Pierite_20171211,Éanna_Carty_20170425,Elizabeth_Pierite-Mora_20171211,Frances_Mulraney_20170425,Horace__20130704,Islem__20160827,Jasmin_Chitrakar_20160717,Jide__20160319,Joel__20130215,John__20140617,John_Barker_20171104,Jon__20131201,Joyce__20130329,Junior_Garcia_20150810,Karen_Wu_20160717,Kevin__20140217,Jennifer_Fennerl_20171122,Sylvia_He_20180118,David_SammerArnouk_20180203,Daniel_Salemzadeh_20180207,Ludovica_Samori_20171122,Jacques__20180226,Yvette__20180226,Mariette__20180226","ase,arp,ari,ale,akz,apw,apm,apl,apk,apj,acv,aht,atw,ats,aaq,boi,clm,cro,cea,crg,crd,cku,cup,cow,cjh,coq,ciw,ctm,com,col,cid,cic,ctc,chy,csz,cst,css,chr,cho,csm,csi,chl,chh,cad,chc,crz,dep,del,dak,ess,esq,esk,esi,eya,ems,esu,fla,frc,gce,gul,hwc,hps,hop,hup,hoi,haw,hid,haa,ipk,iow,inz,ing,ksk,kyl,kyh,kla,kee,kju,kjq,kio,koy,kii,kic,kuu,ktw,lkt,lou,lut,lui,lmw,lmz,mez,myh,mrc,mjd,mik,mov,mia,mvb,mhq,mus,mbe,mnr,nez,nol,nok,ncz,nnt,nmu,ntw,nsz,nav,nsq,osa,obi,oma,ood,pao,peq,pej,pwi,pef,peb,puy,pdc,pot,poo,pom,psy,pim,paw,psd,par,pmw,qun,qui,qua,sln,ser,slh,spo,skd,ska,sjw,sis,sno,sht,shh,see,sac,taa,tfn,tew,tli,tqw,tqn,twf,twa,tix,tuu,tow,tun,til,tcb,tol,tub,tau,uma,ute,unm,vmv,veo,wac,waa,wao,wya,wlk,wiy,wnw,win,wic,was,wam,xpq,xaw,xnt,yok,yur,yum,yuk,yuf,yuc,yak,zun,psl,?bll,zkk",197,eng,"Adamawa Fulfulde (22,500), Adyghe (3,000), Afrikaans (18,900), Amharic (146,000), Arabic (3,000,000), Armenian (221,000), Assamese (1,220), Assyrian Neo-Aramaic (80,000), Basque (1,600), Belarusan (1,360), Belize Kriol English (40,000), Bengali (190,000), Bukharic (50,000), Bulgarian (57,000), Burmese (35,300), Carolinian (190), Catalan (1,920), Cebuano (10,000), Central Khmer (182,000), Chaldean Neo-Aramaic (80,000), Chuukese (5,430), Copala Triqui (5,000), Croatian (57,600), Czech (55,400), Danish (29,700), Dutch (132,000), Eastern Cham (890), Eastern Panjabi (208,000), Eastern Yiddish (163,000), Efik (5,260), El Nayar Cora, Evenki (330), Faroese (150), Fijian (3,700), Finnish (25,800), Frisian (920), Garifuna (65,000), Gheg Albanian (62,600), Greek (340,000), Gujarati (302,000), Haitian (453,000), Hakka Chinese (1,090), Halh Mongolian (8,430), Hebrew (217,000), Hindi (531,000), Hmong Daw (185,000), Hmong Njua (100,000), Hungarian (94,100), Icelandic (5,170), Ilocano (76,900), Inakeanon (23,600), Indonesian (60,700), Iranian Persian (359,000), Irish (22,300), Italian (807,000), Iu Mien (17,400), Japanese (457,000), Javanese (440), Kabardian (3,500), Kabuverdianu (400,000), Kannada (35,900), Karachay-Balkar (700), Kashmiri (830), Kazakh (1,000), Kiribati (170), Korean (1,048,000), Kosraean (1,060), Krio (6,900), Kyrgyz (130), Ladino (130), Lahu Shi (1,200), Lao (148,000), Lithuanian (42,300), Lower Sorbian (190), Luxembourgish (710), Macedonian (22,100), Malay (12,400), Malayalam (112,000), Mandarin Chinese (381,000), Maori (660), Mapudungun (210), Marathi (54,200), Marshallese (10,700), Min Dong Chinese (2,670), Min Nan Chinese (76,100), Nepali (34,100), North Marquesan (610), Northern Kurdish (13,000), Northern Pashto (15,800), Norwegian (41,200), Nubi (130), Nukuoro (140), Oriya (4,790), Palauan (4,150), Pampangan (5,430), Papiamentu (800), Parsi (75,000), Pingelapese (500), Plateau Malagasy (940), Pohnpeian (2,350), Polish (632,000), Portuguese (678,000), Rarotongan (120), Romanian (147,000), Romany (1,000,000), Russian (846,000), Samoan (57,400), San Juan Guelavía Zapotec (500), Scottish Gaelic (1,450), Senaya (400), Serbian (63,800), Shelta (50,000), Sherpa (500), Sindhi (6,910), Sinhala (22,300), Slovak (32,200), Slovene (7,030), Soninke (5,000), South Azerbaijani (1,280), Southwestern Caribbean Creole English (19,900), Standard Estonian (5,940), Standard German (1,120,000), Standard Latvian (16,100), Swahili (72,400), Swedish (56,700), Sylheti, Tai Dam (3,000), Tajiki (150), Tamil (131,000), Tatar (7,000), Telugu (171,000), Thai (140,000), Tibetan (9,760), Tokelauan (290), Tongan (26,300), Tosk Albanian (62,600), Turkish (107,000), Turkmen (220), Turoyo (5,000), Ukrainian (143,000), Upper Guinea Crioulo (156,000), Upper Sorbian (190), Urdu (335,000), Uyghur (3,190), Vietnamese (1,204,000), Vlaams (2,000), Welsh (2,450), Western Highland Purepecha (45,000), Western Cham (890), Wu Chinese (2,480), Xiang Chinese (290), Yapese (800), Yucatec Maya (25,000), Yue Chinese (437,000), Zoogocho Zapotec (400)","Adamawa Fulfulde (22,500), Adyghe (3,000), Afrikaans (18,900), Amharic (146,000), Arabic (3,000,000), Armenian (221,000), Assamese (1,220), Assyrian Neo-Aramaic (80,000), Basque (1,600), Belarusan (1,360), Belize Kriol English (40,000), Bengali (190,000), Bukharic (50,000), Bulgarian (57,000), Burmese (35,300), Carolinian (190), Catalan (1,920), Cebuano (10,000), Central Khmer (182,000), Chaldean Neo-Aramaic (80,000), Chuukese (5,430), Copala Triqui (5,000), Croatian (57,600), Czech (55,400), Danish (29,700), Dutch (132,000), Eastern Cham (890), Eastern Panjabi (208,000), Eastern Yiddish (163,000), Efik (5,260), El Nayar Cora, Evenki (330), Faroese (150), Fijian (3,700), Finnish (25,800), Frisian (920), Garifuna (65,000), Gheg Albanian (62,600), Greek (340,000), Gujarati (302,000), Haitian (453,000), Hakka Chinese (1,090), Halh Mongolian (8,430), Hebrew (217,000), Hindi (531,000), Hmong Daw (185,000), Hmong Njua (100,000), Hungarian (94,100), Icelandic (5,170), Ilocano (76,900), Inakeanon (23,600), Indonesian (60,700), Iranian Persian (359,000), Irish (22,300), Italian (807,000), Iu Mien (17,400), Japanese (457,000), Javanese (440), Kabardian (3,500), Kabuverdianu (400,000), Kannada (35,900), Karachay-Balkar (700), Kashmiri (830), Kazakh (1,000), Kiribati (170), Korean (1,048,000), Kosraean (1,060), Krio (6,900), Kyrgyz (130), Ladino (130), Lahu Shi (1,200), Lao (148,000), Lithuanian (42,300), Lower Sorbian (190), Luxembourgish (710), Macedonian (22,100), Malay (12,400), Malayalam (112,000), Mandarin Chinese (381,000), Maori (660), Mapudungun (210), Marathi (54,200), Marshallese (10,700), Min Dong Chinese (2,670), Min Nan Chinese (76,100), Nepali (34,100), North Marquesan (610), Northern Kurdish (13,000), Northern Pashto (15,800), Norwegian (41,200), Nubi (130), Nukuoro (140), Oriya (4,790), Palauan (4,150), Pampangan (5,430), Papiamentu (800), Parsi (75,000), Pingelapese (500), Plateau Malagasy (940), Pohnpeian (2,350), Polish (632,000), Portuguese (678,000), Rarotongan (120), Romanian (147,000), Romany (1,000,000), Russian (846,000), Samoan (57,400), San Juan Guelavía Zapotec (500), Scottish Gaelic (1,450), Senaya (400), Serbian (63,800), Shelta (50,000), Sherpa (500), Sindhi (6,910), Sinhala (22,300), Slovak (32,200), Slovene (7,030), Soninke (5,000), South Azerbaijani (1,280), Southwestern Caribbean Creole English (19,900), Standard Estonian (5,940), Standard German (1,120,000), Standard Latvian (16,100), Swahili (72,400), Swedish (56,700), Sylheti, Tai Dam (3,000), Tajiki (150), Tamil (131,000), Tatar (7,000), Telugu (171,000), Thai (140,000), Tibetan (9,760), Tokelauan (290), Tongan (26,300), Tosk Albanian (62,600), Turkish (107,000), Turkmen (220), Turoyo (5,000), Ukrainian (143,000), Upper Guinea Crioulo (156,000), Upper Sorbian (190), Urdu (335,000), Uyghur (3,190), Vietnamese (1,204,000), Vlaams (2,000), Welsh (2,450), Western Highland Purepecha (45,000), Western Cham (890), Wu Chinese (2,480), Xiang Chinese (290), Yapese (800), Yucatec Maya (25,000), Yue Chinese (437,000), Zoogocho Zapotec (400)","Second largest country in the Americas, after Canada.",,,,"fra,spa,cal,cha,smo,chr,haw,tsi,hai,tli,eya,aht,haa,tcb,tau,taa,gwi,kuu,koy,hoi,ing,tfn,ale,ems,esu,ess,ipk,eng","French, Spanish, Carolinian, Chamorro, Samoan, Cherokee, Hawaiian, Tsimshian, Haida, Tlingit, Eyak, Ahtena, Han, Tanacross, Tanana, Upper, Tanana, Lower, Gwich’in, Kuskokwim, Upper, Koyukon, Holikachuk, Degexit’an, Tanaina, Aleut, Yupik, Pacific Gulf, Yupik, Central, Yupik, Central Siberian, Inupiaq, English","English, Inupiaq, Siberian Yupik, Central Alaskan Yup'ik, Alutiiq, Unangan, Dena'ina, Deg Xinag, Holikachuk, Koyukon, Upper Kuskokwim, Gwich'in, Tanana, Upper Tanana, Tanacross, Hän, Ahtna, Eyak, Tlingit, Haida, Tsimshian, Hawaiian, Cherokee, Samoan, Chamorro, Carolinian, Spanish, French",,"Northern Mariana Islands_US,Puerto Rico_US,American Samoa_US,Guam_US,U.S. Virgin Islands_US,Wake Island_US,Alabama_US,Alaska_US,Arizona_US,Arkansas_US,California_US,Colorado_US,Connecticut_US,Delaware_US,Florida_US,Georgia_US,Hawaii_US,Idaho_US,Illinois_US,Indiana_US,Iowa_US,Kansas_US,Kentucky_US,Louisiana_US,Maine_US,Maryland_US,Massachusetts_US,Michigan_US,Minnesota_US,Mississippi_US,Missouri_US,Montana_US,Nebraska_US,Nevada_US,New Hampshire_US,New Jersey_US,New Mexico_US,New York_US,North Carolina_US,North Dakota_US,Ohio_US,Oklahoma_US,Oregon_US,Pennsylvania_US,Rhode Island_US,South Carolina_US,South Dakota_US,Tennessee_US,Texas_US,Utah_US,Vermont_US,Virginia_US,Washington_US,West Virginia_US,Wisconsin_US,Wyoming_US,""Washington, D.C._US""",57,Americas,"The number of individual languages listed for United States is 227. Of these, 215 are living and 12 are extinct. Of the living languages, 4 are institutional, 7 are developing, 2 are vigorous, 61 are in trouble, and 141 are dying.","Christian_20150407_fra,Artur_20150421_cat,Alexis_20130706_eng,Caroline_20130804_gul+eng,Freddie_20130218_por,Horace_20130704_frc,Javier_20130303_nhn+spa,Jerry_20131019_eng+chr,Landon_20140302_eng,Lee_20130706_eng,Louis_20130706_frc+eng,Marion_20130704_eng,Michael_20130715_eng,Sam_20130705_frc,Stella_20130706_rus+eng+hye,Stephen_20130704_kik,Ashwath_20140722_knn,Ayesha_20140814_ben,Manjunath_20150620_kan,Manjusha_20140624_tel,Sai_20141026_tam,Vineet_20140731_mal,Abhi_20140316_tel+eng+spa,Adrian_20131213_eng+spa+por,Hassan_20150219_chr,Ioanna_20150128_ell,Mark_20150704_kal,Mark_20150704_che,Peter_20150705_por+spa+ita+eng,Yan_20150221_nch,Junior_20150810_lkt,Bertha_20151215_afs,Vernell_20151219_deu,Evelyn_20150630_deu,John_20151003_-jbo,Roanne_20151020_cro,Roanne_20151020_eng,Tylis_20151020_cro,Titus_20151026_lat,Anonymous_20151201_jdt,Yochai_20151201_aeb+heb,Souleymane_20151201_sen+man+ara+fra,Pablo_20160107_cab,Dale_20160110_pdc,Lama_20130311_eng+ajp,Leslie_20140209_eng,Will_20130223_cmn,Pascal_20130510_deu,Wanyu_20131103_cmn,YiShan_20130311_cmn,Jon_20131201_eus,Scarlett_20131103_urd,Manuel_20130203_toc,Lorenzo_20130202_quc,Joyce_20130329_yue,Rachal_20131201_yue,Anita_20130329_cat,Ona_20130329_cat,Naomi_20140101_jpn,Regina_20130202_spa,MaríaJosé_20140309_spa,Eva_20130203_nld,Conor_20140302_spa,Ólöf_20140101_isl,Kevin_20140217_eng,Arnór_20140101_isl,Natasha_20130224_eng,Joel_20130215_eng+heb,Omar_20140323_eng,Sofia_20130203_rus+eng,Krzyś_20130329_pol,Octavia_20130203_-hes,Jenni_20130303_fin,Päivi_20131201_fin,Kostas_20130303_ell,Kimberly_20130303_lkt,Emily_20130309_nor,Yan_20141208_wuu,Joshi_20131201_epo,Naveed_20140923_eng+urd+fra,Sunny_20130218_nan,Muhned_20150221_jbn,Hiljiardo_20140614_epo,Jide_20160319_yor,Ram_20160415_taj,Tory_20160606_gcf,Matt_20160608_eng,Matt_20160609_cat,Matt_20160609_fra,Matt_20160609_heb,Matt_20160609_apc,Matt_20160609_spa,Matt_20160609_por,Matt_20160609_fas,Matt_20160609_yid,Rose_20160722_hat,Tetree_20160802_gyn+eng,Sandra_20160802_gyn+eng,Margaret_20160806_hat,Camila_20160822_eng+por,Suri_20161110_yid,Castelline_20170213_hat,Kevin+Fuad_20170329_mcm,Lgeik'iHeather+Naakil.aanHans_20170329_tli,Hiroyuki_20170329_mvi,John_20160415_eng+spa+ell,Stefan_20170331_ron,Richard_20170421_wya,Siobhán_20170425_gle,Frances_20170425_gle,Éanna_20170425_gle,Prionsías_20170425_gle,Michael_20130316_khm,Joanne_20170609_eng+-sgl,Michael_20170609_slk,Carolien_20170609_lim,Nicholas_20170719_vec,Youssef_20170731_arz,Wayne_20170825_bre,James_20171103_nus,Martha+Albert_20171103_bar,Donna+Elizabeth_20171211_tun+eng,Steven_20171223_scn,Sarita_20171228_swv,Alex_20180115_zkk,David_20180203_apc,Daniel_20180207_pes,Jasmin_20160717_new,Karen_20160717_yue,Chez_20160717_taj,Jacques+Yvette_20180226_fra,Mariette_20180226_fra,Steven_20180227_scn,Donna+Elizabeth_20171211_eng+cho+?bll,Donna+Elizabeth_20171211_eng+frc",American Airlines,"Oona Adele,Emmanuel Vaughan-Lee,Bertha Benson,Caroline White,Garfied Long,unnamed record,Susan Chandler","Bertha Benson,Garfied Long,Caroline White,unnamed record,Susan Chandler",US,37.09024,-95.712891,"37.09024,-95.712891",🔵 eyJpIjoiMzcuMDkwMjQsLTk1LjcxMjg5MSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjM3LjA5MDI0LCJsbmciOi05NS43MTI4OTF9LCJlIjowfQ==
Syria,Madlin_Okian_20180118,"amw,apc,lhs",3,"arb,apc","Chaldean Neo-Aramaic (5,000), Egyptian Spoken Arabic (75,000), Iranian Persian (53,000), Turkmen (126,000)","Chaldean Neo-Aramaic (5,000), Egyptian Spoken Arabic (75,000), Iranian Persian (53,000), Turkmen (126,000)",,arb,"Arabic, Standard",Arabic,,,,,,0,Eurasia,"The number of individual languages listed for Syria is 17. Of these, 16 are living and 1 is extinct. Of the living languages, 2 are institutional, 4 are developing, 4 are vigorous, 5 are in trouble, and 1 is dying.",,,,,SY,34.802075,38.996815,"34.802075,38.996815",🔵 eyJpIjoiMzQuODAyMDc1LDM4Ljk5NjgxNSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjM0LjgwMjA3NSwibG5nIjozOC45OTY4MTV9LCJlIjowfQ==
Spain,"Ferran_LópezAbad_,AlanR_King_,Txeli_Bartalomé_20171103,Alim__20141118,Ares__20131201,Artur__20150101,Artur__20150421,Celena__20150815,Fugi__20140309,Gi__20170509,Josèp__20131019,Maria_Ardley_20171122","arg,ast,csc,cat,ext,eus,fax,glg,quq,rmq,ssp,spa,vsv,-llt",14,spa,"Arabic (200,000), Chinese (20,000), Fa d’Ambu (600), Iranian Persian (25,000), Kabuverdianu (10,000), Vlax Romani (1,000)","Arabic (200,000), Chinese (20,000), Fa d’Ambu (600), Iranian Persian (25,000), Kabuverdianu (10,000), Vlax Romani (1,000)",,"fax,arg,oci,ast,eus,glg,cat,spa","Fala, Aragonese, Occitan, Asturian, Basque, Galician, Catalan, Spanish","Spanish, Catalan, Galician, Basque, Astur-Leonese, Occitan, Aragonese language, Fala language",,,,,"Andalusia_ES,Aragon_ES,Asturias_ES,Balearic Islands_ES,Basque Country_ES,Canary Islands_ES,Cantabria_ES,Castile-La Mancha_ES,Castile and León_ES,Catalonia_ES,Extremadura_ES,Galicia_ES,La Rioja_ES,Madrid_ES,Murcia_ES,Navarre_ES,Valencian Community_ES,Ceuta_ES,Melilla_ES",19,Eurasia,"The number of individual languages listed for Spain is 15. All are living languages. Of these, 4 are institutional, 2 are developing, 4 are vigorous, and 5 are in trouble.","Ares_20131201_oci,Alim_20141118_fuq,Niḍāl_20141202_apc,MªÁngeles_20150120_spa,Daria_20150129_rus+eng+spa+cat,Miguel_20150324_cat,Matteo_20131030_lmo,Sònia_20140327_oci,Josèp_20131019_oci,Fugi_20140309_oci,Luis_20131019_glg,Mario_20120817_arg,Alexander_20160711_bre,Txeli_20171103_eus,Mónica_20171029_ssp,Pau_20170509_fra+lit+ita+eng+spa+cat,JoséBenito_20180210_-llt",,,,ES,40.463667,-3.74922,"40.463667,-3.74922",🔵 eyJpIjoiNDAuNDYzNjY3LC0zLjc0OTIyIiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDAuNDYzNjY3LCJsbmciOi0zLjc0OTIyfSwiZSI6MH0=
Hungary,"Orsi_Jenei_,Márton_Tóth_20170701","hsh,hun",2,hun,"Arabic (2,930), Chinese (5,820), Russian (7,380), Vietnamese (2,670)","Arabic (2,930), Chinese (5,820), Russian (7,380), Vietnamese (2,670)",,hun,Hungarian,Hungarian,"slv,slk,srp,ron,deu,hrv","Slovene, Slovak, Serbian, Romanian, German, Standard, Croatian","Croatian, German, Romanian, Serbian, Slovak, Slovenian",,,0,Eurasia,"The number of individual languages listed for Hungary is 15. All are living languages. Of these, 9 are institutional, 2 are developing, 3 are vigorous, and 1 is in trouble.",Mária_20170703_swg+hun,,,,HU,47.162494,19.503304,"47.162494,19.503304",🔵 eyJpIjoiNDcuMTYyNDk0LDE5LjUwMzMwNCIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQ3LjE2MjQ5NCwibG5nIjoxOS41MDMzMDR9LCJlIjowfQ==
